greeter	screener	dispenser	medic	resources	throughput	time
1	11	55	1	68	4173.0	23.030979765
1	6	60	1	68	4530.33333333	31.9690129935
1	12	55	1	69	4194.33333333	20.3776136258
1	11	57	1	70	4386.0	22.0839424644
1	14	55	1	71	4239.66666667	18.7680240384
1	11	58	1	71	4414.66666667	22.0157641556
1	9	60	1	71	4657.33333333	25.7119743466
1	13	57	1	72	4319.0	19.2098162625
1	10	60	1	72	4539.33333333	24.3958440863
1	11	60	1	73	4610.33333333	21.990825229
1	15	57	1	74	4394.66666667	18.1948945467
1	12	60	1	74	4569.0	20.1694473299
1	13	60	1	75	4585.33333333	18.0797641059
1	15	60	1	77	4549.66666667	17.7572362282
1	26	60	1	88	4598.0	17.6584883226
1	37	60	1	99	4587.66666667	17.6513979008
